"recording_id","file_name","recording_file_path","annotation_file_path","unique_code","espece","date"
30216,"Aves_YvBa_RoTr34FR_18XI2024_8283.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_18XI2024_8283.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_18XI2024_8283.txt","Aves_YvBa_RoTr34FR_18XI2024_8283","","18/11/2024"
30217,"Aves_YvBa_RoTr34FR_18XI2024_8303.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_18XI2024_8303.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_18XI2024_8303.txt","Aves_YvBa_RoTr34FR_18XI2024_8303","","18/11/2024"
30218,"Aves_YvBa_RoTr34FR_19XI2024_8284.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_19XI2024_8284.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_19XI2024_8284.txt","Aves_YvBa_RoTr34FR_19XI2024_8284","Turdus merula","19/11/2024"
30219,"Aves_YvBa_RoTr34FR_20X2024_8039.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_20X2024_8039.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_20X2024_8039.txt","Aves_YvBa_RoTr34FR_20X2024_8039","Erithacus rubecula","20/10/2024"
30220,"Aves_YvBa_RoTr34FR_22X2024_8275.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_22X2024_8275.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_22X2024_8275.txt","Aves_YvBa_RoTr34FR_22X2024_8275","Erithacus rubecula","22/10/2024"
30221,"Aves_YvBa_RoTr34FR_23X2024_8276.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_23X2024_8276.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_23X2024_8276.txt","Aves_YvBa_RoTr34FR_23X2024_8276","Garrulus glandarius","23/10/2024"
30222,"Aves_YvBa_RoTr34FR_24XII2024_8285.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_24XII2024_8285.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_24XII2024_8285.txt","Aves_YvBa_RoTr34FR_24XII2024_8285","Corvus corax","24/12/2024"
30223,"Aves_YvBa_RoTr34FR_25X2024_8277.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_25X2024_8277.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_25X2024_8277.txt","Aves_YvBa_RoTr34FR_25X2024_8277","Regulus ignicapilla","25/10/2024"
30224,"Aves_YvBa_RoTr34FR_25X2024_8278.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_25X2024_8278.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_25X2024_8278.txt","Aves_YvBa_RoTr34FR_25X2024_8278","Dryocopus martius","25/10/2024"
30225,"Aves_YvBa_RoTr34FR_25XII2024_8286.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_25XII2024_8286.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_25XII2024_8286.txt","Aves_YvBa_RoTr34FR_25XII2024_8286","Lophophanes cristatus","25/12/2024"
30226,"Aves_YvBa_RoTr34FR_25XII2024_8287.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_25XII2024_8287.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_25XII2024_8287.txt","Aves_YvBa_RoTr34FR_25XII2024_8287","","25/12/2024"
30227,"Aves_YvBa_RoTr34FR_29XII2024_8304.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_29XII2024_8304.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_29XII2024_8304.txt","Aves_YvBa_RoTr34FR_29XII2024_8304","Erithacus rubecula","29/12/2024"
30228,"Aves_YvBa_RoTr34FR_29XII2024_8305.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_29XII2024_8305.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_29XII2024_8305.txt","Aves_YvBa_RoTr34FR_29XII2024_8305","Corvus corax","29/12/2024"
30229,"Aves_YvBa_RoTr34FR_29XII2024_8306.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_29XII2024_8306.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_29XII2024_8306.txt","Aves_YvBa_RoTr34FR_29XII2024_8306","Corvus corax","29/12/2024"
30230,"Aves_YvBa_RoTr34FR_30XII2024_8307.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_30XII2024_8307.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_30XII2024_8307.txt","Aves_YvBa_RoTr34FR_30XII2024_8307","Certhia brachydactyla","30/12/2024"
30231,"Aves_YvBa_RoTr34FR_30XII2024_8308.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_30XII2024_8308.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_30XII2024_8308.txt","Aves_YvBa_RoTr34FR_30XII2024_8308","Sitta europaea","30/12/2024"
30232,"Aves_YvBa_RoTr34FR_31XII2024_8309.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_31XII2024_8309.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_31XII2024_8309.txt","Aves_YvBa_RoTr34FR_31XII2024_8309","Turdus philomelos","31/12/2024"
30233,"Aves_YvBa_RoTr34FR_31XII2024_8310.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_31XII2024_8310.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_31XII2024_8310.txt","Aves_YvBa_RoTr34FR_31XII2024_8310","Garrulus glandarius","31/12/2024"
30234,"Aves_YvBa_RoTr34FR_31XII2024_8311.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_31XII2024_8311.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_RoTr34FR_31XII2024_8311.txt","Aves_YvBa_RoTr34FR_31XII2024_8311","","31/12/2024"
30235,"Aves_YvBa_SaMa11FR_05IV2024_8177.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_SaMa11FR_05IV2024_8177.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_SaMa11FR_05IV2024_8177.txt","Aves_YvBa_SaMa11FR_05IV2024_8177","Emberiza calandra","05/04/2024"
30236,"Aves_YvBa_SaMa34FR_20VII2024_8673.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_SaMa34FR_20VII2024_8673.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_SaMa34FR_20VII2024_8673.txt","Aves_YvBa_SaMa34FR_20VII2024_8673","Tettigonia viridissima","20/07/2024"
30237,"Aves_YvBa_SaMa34FR_20VII2024_8674.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_SaMa34FR_20VII2024_8674.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_SaMa34FR_20VII2024_8674.txt","Aves_YvBa_SaMa34FR_20VII2024_8674","Tettigonia viridissima","20/07/2024"
30238,"Aves_YvBa_SaMa34FR_21VII2024_8675.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_SaMa34FR_21VII2024_8675.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_SaMa34FR_21VII2024_8675.txt","Aves_YvBa_SaMa34FR_21VII2024_8675","Muscicapa striata","21/07/2024"
30239,"Aves_YvBa_SeDe48FR_20II2024_9751.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_SeDe48FR_20II2024_9751.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_SeDe48FR_20II2024_9751.txt","Aves_YvBa_SeDe48FR_20II2024_9751","Lullula arborea","20/02/2024"
30240,"Aves_YvBa_SeDe48FR_20II2024_9752.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_SeDe48FR_20II2024_9752.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_SeDe48FR_20II2024_9752.txt","Aves_YvBa_SeDe48FR_20II2024_9752","","20/02/2024"
30241,"Aves_YvBa_SeDe48FR_20II2024_9753.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_SeDe48FR_20II2024_9753.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_SeDe48FR_20II2024_9753.txt","Aves_YvBa_SeDe48FR_20II2024_9753","","20/02/2024"
30242,"Aves_YvBa_SeDe48FR_21II2024_9754.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_SeDe48FR_21II2024_9754.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_SeDe48FR_21II2024_9754.txt","Aves_YvBa_SeDe48FR_21II2024_9754","Lullula arborea","21/02/2024"
30243,"Aves_YvBa_SeDe48FR_21II2024_9755.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_SeDe48FR_21II2024_9755.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_SeDe48FR_21II2024_9755.txt","Aves_YvBa_SeDe48FR_21II2024_9755","Lullula arborea","21/02/2024"
30244,"Aves_YvBa_SeDe48FR_21II2024_9756.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_SeDe48FR_21II2024_9756.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_SeDe48FR_21II2024_9756.txt","Aves_YvBa_SeDe48FR_21II2024_9756","Lullula arborea","21/02/2024"
30245,"Aves_YvBa_StDD34FR_02III2024_8188.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_02III2024_8188.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_02III2024_8188.txt","Aves_YvBa_StDD34FR_02III2024_8188","Fulica atra","02/03/2024"
30246,"Aves_YvBa_StDD34FR_02III2024_8189.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_02III2024_8189.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_02III2024_8189.txt","Aves_YvBa_StDD34FR_02III2024_8189","Motacilla alba","02/03/2024"
30247,"Aves_YvBa_StDD34FR_02III2024_8190.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_02III2024_8190.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_02III2024_8190.txt","Aves_YvBa_StDD34FR_02III2024_8190","Tadorna tadorna","02/03/2024"
30248,"Aves_YvBa_StDD34FR_02III2024_8191.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_02III2024_8191.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_02III2024_8191.txt","Aves_YvBa_StDD34FR_02III2024_8191","Linaria cannabina","02/03/2024"
30249,"Aves_YvBa_StDD34FR_02III2024_8192.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_02III2024_8192.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_02III2024_8192.txt","Aves_YvBa_StDD34FR_02III2024_8192","Parus major","02/03/2024"
30250,"Aves_YvBa_StDD34FR_02III2024_8193.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_02III2024_8193.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_02III2024_8193.txt","Aves_YvBa_StDD34FR_02III2024_8193","Galerida cristata","02/03/2024"
30251,"Aves_YvBa_StDD34FR_02III2024_8194.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_02III2024_8194.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_02III2024_8194.txt","Aves_YvBa_StDD34FR_02III2024_8194","Chroicocephalus ridibundus","02/03/2024"
30252,"Aves_YvBa_StDD34FR_02III2024_8195.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_02III2024_8195.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_02III2024_8195.txt","Aves_YvBa_StDD34FR_02III2024_8195","Sturnus vulgaris","02/03/2024"
30253,"Aves_YvBa_StDD34FR_02III2024_8196.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_02III2024_8196.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_02III2024_8196.txt","Aves_YvBa_StDD34FR_02III2024_8196","Chroicocephalus ridibundus","02/03/2024"
30254,"Aves_YvBa_StDD34FR_03III2024_8197.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_03III2024_8197.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_03III2024_8197.txt","Aves_YvBa_StDD34FR_03III2024_8197","Pica pica","03/03/2024"
30255,"Aves_YvBa_StDD34FR_03III2024_8198.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_03III2024_8198.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_03III2024_8198.txt","Aves_YvBa_StDD34FR_03III2024_8198","Mareca strepera","03/03/2024"
30256,"Aves_YvBa_StDD34FR_03III2024_8199.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_03III2024_8199.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_03III2024_8199.txt","Aves_YvBa_StDD34FR_03III2024_8199","Circus aeruginosus","03/03/2024"
30257,"Aves_YvBa_StDD34FR_03III2024_8200.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_03III2024_8200.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_03III2024_8200.txt","Aves_YvBa_StDD34FR_03III2024_8200","Linaria cannabina","03/03/2024"
30258,"Aves_YvBa_StDD34FR_27XI2024_8482.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_27XI2024_8482.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_27XI2024_8482.txt","Aves_YvBa_StDD34FR_27XI2024_8482","","27/11/2024"
30259,"Aves_YvBa_StDD34FR_28XI2024_8483.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_28XI2024_8483.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_28XI2024_8483.txt","Aves_YvBa_StDD34FR_28XI2024_8483","","28/11/2024"
30260,"Aves_YvBa_StDD34FR_29XI2024_8484.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_29XI2024_8484.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_29XI2024_8484.txt","Aves_YvBa_StDD34FR_29XI2024_8484","","29/11/2024"
30261,"Aves_YvBa_StDD34FR_30XI2024_8485.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_30XI2024_8485.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_30XI2024_8485.txt","Aves_YvBa_StDD34FR_30XI2024_8485","","30/11/2024"
30262,"Aves_YvBa_StDD34FR_30XI2024_8486.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_30XI2024_8486.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_StDD34FR_30XI2024_8486.txt","Aves_YvBa_StDD34FR_30XI2024_8486","","30/11/2024"
30263,"Aves_YvBa_TaDe34FR_06I2024_8442.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_TaDe34FR_06I2024_8442.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_TaDe34FR_06I2024_8442.txt","Aves_YvBa_TaDe34FR_06I2024_8442","","06/01/2024"
30264,"Aves_YvBa_TaDe34FR_06I2024_8443.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_TaDe34FR_06I2024_8443.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_TaDe34FR_06I2024_8443.txt","Aves_YvBa_TaDe34FR_06I2024_8443","","06/01/2024"
30265,"Aves_YvBa_TaDe34FR_06I2024_8444.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_TaDe34FR_06I2024_8444.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_TaDe34FR_06I2024_8444.txt","Aves_YvBa_TaDe34FR_06I2024_8444","Carduelis carduelis","06/01/2024"
30266,"Aves_YvBa_TaDe34FR_06I2024_8445.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_TaDe34FR_06I2024_8445.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_TaDe34FR_06I2024_8445.txt","Aves_YvBa_TaDe34FR_06I2024_8445","","06/01/2024"
30267,"Aves_YvBa_TaDe34FR_06I2024_8446.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_TaDe34FR_06I2024_8446.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_TaDe34FR_06I2024_8446.txt","Aves_YvBa_TaDe34FR_06I2024_8446","","06/01/2024"
30268,"Aves_YvBa_TaDe34FR_06I2024_8447.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_TaDe34FR_06I2024_8447.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_TaDe34FR_06I2024_8447.txt","Aves_YvBa_TaDe34FR_06I2024_8447","","06/01/2024"
30269,"Aves_YvBa_TaDe34FR_06I2024_8448.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_TaDe34FR_06I2024_8448.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_TaDe34FR_06I2024_8448.txt","Aves_YvBa_TaDe34FR_06I2024_8448","","06/01/2024"
30270,"Aves_YvBa_TaDe34FR_07I2024_8449.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_TaDe34FR_07I2024_8449.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_TaDe34FR_07I2024_8449.txt","Aves_YvBa_TaDe34FR_07I2024_8449","","07/01/2024"
30271,"Aves_YvBa_TaDe34FR_07I2024_8450.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_TaDe34FR_07I2024_8450.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_TaDe34FR_07I2024_8450.txt","Aves_YvBa_TaDe34FR_07I2024_8450","","07/01/2024"
30272,"Aves_YvBa_TaDe34FR_07I2024_8451.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_TaDe34FR_07I2024_8451.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_TaDe34FR_07I2024_8451.txt","Aves_YvBa_TaDe34FR_07I2024_8451","","07/01/2024"
30273,"Aves_YvBa_TaDe34FR_07I2024_8452.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_TaDe34FR_07I2024_8452.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_TaDe34FR_07I2024_8452.txt","Aves_YvBa_TaDe34FR_07I2024_8452","","07/01/2024"
30274,"Aves_YvBa_TaDe34FR_07I2024_8453.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_TaDe34FR_07I2024_8453.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_TaDe34FR_07I2024_8453.txt","Aves_YvBa_TaDe34FR_07I2024_8453","","07/01/2024"
30275,"Aves_YvBa_TaDe34FR_07I2024_8454.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_TaDe34FR_07I2024_8454.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_TaDe34FR_07I2024_8454.txt","Aves_YvBa_TaDe34FR_07I2024_8454","","07/01/2024"
30276,"Aves_YvBa_TaDe34FR_07I2024_8455.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_TaDe34FR_07I2024_8455.wav","Enregistrements cédés par les auteurs/Soundscapes/Usage non commercial/Yves Bas/February_2025_annotation_batch/Aves_YvBa_TaDe34FR_07I2024_8455.txt","Aves_YvBa_TaDe34FR_07I2024_8455","Troglodytes troglodytes","07/01/2024"
